"Obs","age","male","xeduc","raceeth","marstat","pcyears","workyrs","pcincQ","ksaimeQ","fpchome","censusPoverty","pcretacct","pcwlth","pcwlthret","year","_TYPE_","_PAGE_","_TABLE_","count_Sum","below100_Mean","below200_Mean","xSSIe_Mean","pctoti_Mean","PCCENSUSINCOME_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean"
"427",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,010000000000001,1,2,".",0.07270,".",".",".",".",".","."
"428",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,010000000000001,1,2,".",0.07405,".",".",".",".",".","."
"429",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,010000000000001,1,2,".",0.06996,".",".",".",".",".","."
"430",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,010000000000001,1,2,".",0.07137,".",".",".",".",".","."
"431",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,010000000000001,1,2,".",0.06414,".",".",".",".",".","."
"432",".","Male",".",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,010000000000001,1,2,".",0.05552,".",".",".",".",".","."
"433",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,2,".",0.21535,".",".",".",".",".","."
"434",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,2,".",0.22484,".",".",".",".",".","."
"435",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,2,".",0.22035,".",".",".",".",".","."
"436",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,2,".",0.22215,".",".",".",".",".","."
"437",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,2,".",0.20585,".",".",".",".",".","."
"438",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,2,".",0.18219,".",".",".",".",".","."
"439",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,2,".",0.09462,".",".",".",".",".","."
"440",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,2,".",0.08536,".",".",".",".",".","."
"441",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,2,".",0.08460,".",".",".",".",".","."
"442",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,2,".",0.08267,".",".",".",".",".","."
"443",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,2,".",0.07462,".",".",".",".",".","."
"444",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,2,".",0.06291,".",".",".",".",".","."
"445",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,2,".",0.05999,".",".",".",".",".","."
"446",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,2,".",0.04470,".",".",".",".",".","."
"447",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,2,".",0.03954,".",".",".",".",".","."
"448",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,2,".",0.04267,".",".",".",".",".","."
"449",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,2,".",0.03667,".",".",".",".",".","."
"450",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,2,".",0.03405,".",".",".",".",".","."
"451",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,2,".",0.03180,".",".",".",".",".","."
"452",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,2,".",0.02907,".",".",".",".",".","."
"453",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,2,".",0.02543,".",".",".",".",".","."
"454",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,2,".",0.02405,".",".",".",".",".","."
"455",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,2,".",0.02300,".",".",".",".",".","."
"456",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,2,".",0.01769,".",".",".",".",".","."
"457",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,2,".",0.05755,".",".",".",".",".","."
"458",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,2,".",0.04775,".",".",".",".",".","."
"459",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,2,".",0.04287,".",".",".",".",".","."
"460",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,2,".",0.04010,".",".",".",".",".","."
"461",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,2,".",0.03297,".",".",".",".",".","."
"462",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,2,".",0.02532,".",".",".",".",".","."
"463",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,2,".",0.15687,".",".",".",".",".","."
"464",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,2,".",0.12409,".",".",".",".",".","."
"465",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,2,".",0.11343,".",".",".",".",".","."
"466",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,2,".",0.10513,".",".",".",".",".","."
"467",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,2,".",0.08789,".",".",".",".",".","."
"468",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,2,".",0.07059,".",".",".",".",".","."
"469",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,2,".",0.25206,".",".",".",".",".","."
"470",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,2,".",0.20607,".",".",".",".",".","."
"471",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,2,".",0.17092,".",".",".",".",".","."
"472",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,2,".",0.15958,".",".",".",".",".","."
"473",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,2,".",0.13627,".",".",".",".",".","."
"474",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,2,".",0.11029,".",".",".",".",".","."
"475",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,2,".",0.13655,".",".",".",".",".","."
"476",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,2,".",0.11844,".",".",".",".",".","."
"477",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,2,".",0.09716,".",".",".",".",".","."
"478",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,2,".",0.08219,".",".",".",".",".","."
"479",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,2,".",0.07462,".",".",".",".",".","."
"480",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,2,".",0.05786,".",".",".",".",".","."
"481",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,2,".",0.04614,".",".",".",".",".","."
"482",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,2,".",0.04626,".",".",".",".",".","."
"483",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,2,".",0.04371,".",".",".",".",".","."
"484",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,2,".",0.04483,".",".",".",".",".","."
"485",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,2,".",0.03822,".",".",".",".",".","."
"486",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,2,".",0.03094,".",".",".",".",".","."
"487",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,2,".",0.11502,".",".",".",".",".","."
"488",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,2,".",0.07817,".",".",".",".",".","."
"489",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,2,".",0.06936,".",".",".",".",".","."
"490",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,2,".",0.06471,".",".",".",".",".","."
"491",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,2,".",0.06006,".",".",".",".",".","."
"492",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,2,".",0.04826,".",".",".",".",".","."
"493",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,2,".",0.17361,".",".",".",".",".","."
"494",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,2,".",0.14663,".",".",".",".",".","."
"495",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,2,".",0.12446,".",".",".",".",".","."
"496",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,2,".",0.10998,".",".",".",".",".","."
"497",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,2,".",0.09299,".",".",".",".",".","."
"498",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,2,".",0.07544,".",".",".",".",".","."
"499",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,2,".",0.22459,".",".",".",".",".","."
"500",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,2,".",0.17994,".",".",".",".",".","."
"501",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,2,".",0.15913,".",".",".",".",".","."
"502",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,2,".",0.14834,".",".",".",".",".","."
"503",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,2,".",0.12819,".",".",".",".",".","."
"504",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,2,".",0.10868,".",".",".",".",".","."
"505",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.51186,".",".",".",".",".","."
"506",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.51449,".",".",".",".",".","."
"507",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.50270,".",".",".",".",".","."
"508",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.49339,".",".",".",".",".","."
"509",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.48514,".",".",".",".",".","."
"510",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.45980,".",".",".",".",".","."
"511",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.36258,".",".",".",".",".","."
"512",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.31818,".",".",".",".",".","."
"513",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.34448,".",".",".",".",".","."
"514",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.33441,".",".",".",".",".","."
"515",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.27449,".",".",".",".",".","."
"516",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.22114,".",".",".",".",".","."
"517",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.22381,".",".",".",".",".","."
"518",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.23144,".",".",".",".",".","."
"519",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.22814,".",".",".",".",".","."
"520",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.22481,".",".",".",".",".","."
"521",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.19987,".",".",".",".",".","."
"522",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.14861,".",".",".",".",".","."
"523",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.15270,".",".",".",".",".","."
"524",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.15346,".",".",".",".",".","."
"525",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.15441,".",".",".",".",".","."
"526",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.15663,".",".",".",".",".","."
"527",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.13793,".",".",".",".",".","."
"528",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.10535,".",".",".",".",".","."
"529",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.11143,".",".",".",".",".","."
"530",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.10449,".",".",".",".",".","."
"531",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.11531,".",".",".",".",".","."
"532",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.11591,".",".",".",".",".","."
"533",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.08639,".",".",".",".",".","."
"534",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.07014,".",".",".",".",".","."
"535",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.07690,".",".",".",".",".","."
"536",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.07305,".",".",".",".",".","."
"537",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.07739,".",".",".",".",".","."
"538",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.07474,".",".",".",".",".","."
"539",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.06595,".",".",".",".",".","."
"540",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.05235,".",".",".",".",".","."
"541",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.04568,".",".",".",".",".","."
"542",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.04119,".",".",".",".",".","."
"543",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.04237,".",".",".",".",".","."
"544",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.04593,".",".",".",".",".","."
"545",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.04027,".",".",".",".",".","."
"546",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.03386,".",".",".",".",".","."
"547",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,2,".",0.02232,".",".",".",".",".","."
"548",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,2,".",0.02040,".",".",".",".",".","."
"549",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,2,".",0.01742,".",".",".",".",".","."
"550",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,2,".",0.01897,".",".",".",".",".","."
"551",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,2,".",0.01950,".",".",".",".",".","."
"552",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,2,".",0.01660,".",".",".",".",".","."
"553",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.34406,".",".",".",".",".","."
"554",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.36037,".",".",".",".",".","."
"555",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.34610,".",".",".",".",".","."
"556",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.33285,".",".",".",".",".","."
"557",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.32935,".",".",".",".",".","."
"558",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.30490,".",".",".",".",".","."
"559",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.23006,".",".",".",".",".","."
"560",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.21640,".",".",".",".",".","."
"561",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.23950,".",".",".",".",".","."
"562",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.24523,".",".",".",".",".","."
"563",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.19573,".",".",".",".",".","."
"564",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.16395,".",".",".",".",".","."
"565",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.17009,".",".",".",".",".","."
"566",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.18872,".",".",".",".",".","."
"567",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.18728,".",".",".",".",".","."
"568",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.16468,".",".",".",".",".","."
"569",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.15242,".",".",".",".",".","."
"570",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.11786,".",".",".",".",".","."
"571",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.14650,".",".",".",".",".","."
"572",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.13983,".",".",".",".",".","."
"573",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.15060,".",".",".",".",".","."
"574",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.14900,".",".",".",".",".","."
"575",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.10921,".",".",".",".",".","."
"576",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.08135,".",".",".",".",".","."
"577",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.11820,".",".",".",".",".","."
"578",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.11333,".",".",".",".",".","."
"579",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.11912,".",".",".",".",".","."
"580",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.11539,".",".",".",".",".","."
"581",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.09473,".",".",".",".",".","."
"582",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.06564,".",".",".",".",".","."
"583",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.09268,".",".",".",".",".","."
"584",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.07941,".",".",".",".",".","."
"585",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.09341,".",".",".",".",".","."
"586",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.09066,".",".",".",".",".","."
"587",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.07226,".",".",".",".",".","."
"588",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.06239,".",".",".",".",".","."
"589",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.05924,".",".",".",".",".","."
"590",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.05949,".",".",".",".",".","."
"591",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.05651,".",".",".",".",".","."
"592",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.05855,".",".",".",".",".","."
"593",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.05391,".",".",".",".",".","."
"594",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.04602,".",".",".",".",".","."
"595",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,2,".",0.02478,".",".",".",".",".","."
"596",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,2,".",0.02215,".",".",".",".",".","."
"597",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,2,".",0.01896,".",".",".",".",".","."
"598",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,2,".",0.02137,".",".",".",".",".","."
"599",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,2,".",0.02111,".",".",".",".",".","."
"600",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,2,".",0.01760,".",".",".",".",".","."
"601",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,2,".",0.39989,".",".",".",".",".","."
"602",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,2,".",0.35679,".",".",".",".",".","."
"603",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,2,".",0.33122,".",".",".",".",".","."
"604",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,2,".",0.32218,".",".",".",".",".","."
"605",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,2,".",0.28973,".",".",".",".",".","."
"606",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,2,".",0.24094,".",".",".",".",".","."
"607",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,2,".",0.03608,".",".",".",".",".","."
"608",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,2,".",0.02327,".",".",".",".",".","."
"609",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,2,".",0.02360,".",".",".",".",".","."
"610",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,2,".",0.02446,".",".",".",".",".","."
"611",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,2,".",0.01961,".",".",".",".",".","."
"612",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,2,".",0.01443,".",".",".",".",".","."
"613",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,2,".",0.00985,".",".",".",".",".","."
"614",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,2,".",0.00633,".",".",".",".",".","."
"615",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,2,".",0.00508,".",".",".",".",".","."
"616",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,2,".",0.00733,".",".",".",".",".","."
"617",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,2,".",0.00610,".",".",".",".",".","."
"618",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,2,".",0.00470,".",".",".",".",".","."
"619",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,2,".",0.00322,".",".",".",".",".","."
"620",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,2,".",0.00396,".",".",".",".",".","."
"621",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,2,".",0.00357,".",".",".",".",".","."
"622",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,2,".",0.00386,".",".",".",".",".","."
"623",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,2,".",0.00155,".",".",".",".",".","."
